api_element,cq,suggest_sen,kwd
java.util.ResourceBundle.Control,"if you use a constructor belongs to  java.util.ResourceBundle.Control,which type do you use？",,"['constructor', 'java.util.ResourceBundle.Control']"
java.util.ResourceBundle,"If you use a method belongs to java.util.ResourceBundle , which method do you use?",,"['method', 'java.util.ResourceBundle', 'method']"
java.util.ResourceBundle,"if you use a constructor belongs to  java.util.ResourceBundle,which type do you use？",,"['constructor', 'java.util.ResourceBundle']"
java.util.Scanner,"If you use a method belongs to java.util.Scanner , which method do you use?",,"['method', 'java.util.Scanner', 'method']"
java.util.Scanner,"if you use a constructor belongs to  java.util.Scanner,which type do you use？",,"['constructor', 'java.util.Scanner']"
java.util.ServiceConfigurationError,"If you use a method belongs to java.util.ServiceConfigurationError , which method do you use?",,"['method', 'java.util.ServiceConfigurationError', 'method']"
java.util.ServiceConfigurationError,"if you use a constructor belongs to  java.util.ServiceConfigurationError,which type do you use？",,"['constructor', 'java.util.ServiceConfigurationError']"
java.util.ServiceLoader,"If you use a method belongs to java.util.ServiceLoader , which method do you use?",,"['method', 'java.util.ServiceLoader', 'method']"
java.util.Set,"If you use a method belongs to java.util.Set , which method do you use?",,"['method', 'java.util.Set', 'method']"
java.util.SimpleTimeZone,Did your class or interface extends the java.util.TimeZone ?,,['java.util.TimeZone']
java.util.SimpleTimeZone,"If you use a method belongs to java.util.SimpleTimeZone , which method do you use?",,"['method', 'java.util.SimpleTimeZone', 'method']"
java.util.SimpleTimeZone,"if you use a constructor belongs to  java.util.SimpleTimeZone,which type do you use？",,"['constructor', 'java.util.SimpleTimeZone']"
java.util.SortedMap,Did your class or interface extends the java.util.Map ?,,['java.util.Map']
java.util.SortedMap,"If you use a method belongs to java.util.SortedMap , which method do you use?",,"['method', 'java.util.SortedMap', 'method']"
java.util.SortedSet,Did your class or interface extends the java.util.Set ?,,['java.util.Set']
java.util.SortedSet,"If you use a method belongs to java.util.SortedSet , which method do you use?",,"['method', 'java.util.SortedSet', 'method']"
java.util.Spliterator,"If you use a method belongs to java.util.Spliterator , which method do you use?",,"['method', 'java.util.Spliterator', 'method']"
java.util.Spliterator.OfDouble,Did your class or interface extends the java.util.Spliterator.OfPrimitive ?,,['java.util.Spliterator.OfPrimitive']
java.util.Spliterator.OfDouble,"If you use a method belongs to java.util.Spliterator.OfDouble , which method do you use?",,"['method', 'java.util.Spliterator.OfDouble', 'method']"
java.util.Spliterator.OfInt,"If you use a method belongs to java.util.Spliterator.OfInt , which method do you use?",,"['method', 'java.util.Spliterator.OfInt', 'method']"
java.util.Spliterator.OfLong,"If you use a method belongs to java.util.Spliterator.OfLong , which method do you use?",,"['method', 'java.util.Spliterator.OfLong', 'method']"
"java.util.Spliterator.OfPrimitive<T,T_CONS,T_SPLITR",Did your class or interface extends the java.util.Spliterator ?,,['java.util.Spliterator']
"java.util.Spliterator.OfPrimitive<T,T_CONS,T_SPLITR","If you use a method belongs to java.util.Spliterator.OfPrimitive<T,T_CONS,T_SPLITR , which method do you use?",,"['method', 'java.util.Spliterator.OfPrimitive<T,T_CONS,T_SPLITR', 'method']"
java.util.Spliterators.AbstractDoubleSpliterator,"If you use a method belongs to java.util.Spliterators.AbstractDoubleSpliterator , which method do you use?",,"['method', 'java.util.Spliterators.AbstractDoubleSpliterator', 'method']"
java.util.Spliterators.AbstractDoubleSpliterator,"if you use a constructor belongs to  java.util.Spliterators.AbstractDoubleSpliterator,which type do you use？",,"['constructor', 'java.util.Spliterators.AbstractDoubleSpliterator']"
java.util.Spliterators.AbstractIntSpliterator,"If you use a method belongs to java.util.Spliterators.AbstractIntSpliterator , which method do you use?",,"['method', 'java.util.Spliterators.AbstractIntSpliterator', 'method']"
java.util.Spliterators.AbstractIntSpliterator,"if you use a constructor belongs to  java.util.Spliterators.AbstractIntSpliterator,which type do you use？",,"['constructor', 'java.util.Spliterators.AbstractIntSpliterator']"
java.util.Spliterators.AbstractLongSpliterator,"If you use a method belongs to java.util.Spliterators.AbstractLongSpliterator , which method do you use?",,"['method', 'java.util.Spliterators.AbstractLongSpliterator', 'method']"
java.util.Spliterators.AbstractLongSpliterator,"if you use a constructor belongs to  java.util.Spliterators.AbstractLongSpliterator,which type do you use？",,"['constructor', 'java.util.Spliterators.AbstractLongSpliterator']"
java.util.Spliterators.AbstractSpliterator,"If you use a method belongs to java.util.Spliterators.AbstractSpliterator , which method do you use?",,"['method', 'java.util.Spliterators.AbstractSpliterator', 'method']"
java.util.Spliterators.AbstractSpliterator,"if you use a constructor belongs to  java.util.Spliterators.AbstractSpliterator,which type do you use？",,"['constructor', 'java.util.Spliterators.AbstractSpliterator']"
java.util.Spliterators,"If you use a method belongs to java.util.Spliterators , which method do you use?",,"['method', 'java.util.Spliterators', 'method']"
java.util.SplittableRandom,"If you use a method belongs to java.util.SplittableRandom , which method do you use?",,"['method', 'java.util.SplittableRandom', 'method']"
java.util.SplittableRandom,"if you use a constructor belongs to  java.util.SplittableRandom,which type do you use？",,"['constructor', 'java.util.SplittableRandom']"
java.util.Stack,Did your class or interface extends the java.util.Vector ?,,['java.util.Vector']
java.util.Stack,"If you use a method belongs to java.util.Stack , which method do you use?",,"['method', 'java.util.Stack', 'method']"
java.util.Stack,"if you use a constructor belongs to  java.util.Stack,which type do you use？",,"['constructor', 'java.util.Stack']"
java.util.StringJoiner,"If you use a method belongs to java.util.StringJoiner , which method do you use?",,"['method', 'java.util.StringJoiner', 'method']"
java.util.StringJoiner,"if you use a constructor belongs to  java.util.StringJoiner,which type do you use？",,"['constructor', 'java.util.StringJoiner']"
java.util.StringTokenizer,"If you use a method belongs to java.util.StringTokenizer , which method do you use?",,"['method', 'java.util.StringTokenizer', 'method']"
java.util.StringTokenizer,"if you use a constructor belongs to  java.util.StringTokenizer,which type do you use？",,"['constructor', 'java.util.StringTokenizer']"
java.util.Timer,"If you use a method belongs to java.util.Timer , which method do you use?",,"['method', 'java.util.Timer', 'method']"
java.util.Timer,"if you use a constructor belongs to  java.util.Timer,which type do you use？",,"['constructor', 'java.util.Timer']"
java.util.TimerTask,"If you use a method belongs to java.util.TimerTask , which method do you use?",,"['method', 'java.util.TimerTask', 'method']"
java.util.TimerTask,"if you use a constructor belongs to  java.util.TimerTask,which type do you use？",,"['constructor', 'java.util.TimerTask']"
java.util.TimeZone,"If you use a method belongs to java.util.TimeZone , which method do you use?",,"['method', 'java.util.TimeZone', 'method']"
java.util.TimeZone,"if you use a constructor belongs to  java.util.TimeZone,which type do you use？",,"['constructor', 'java.util.TimeZone']"
java.util.TooManyListenersException,"If you use a method belongs to java.util.TooManyListenersException , which method do you use?",,"['method', 'java.util.TooManyListenersException', 'method']"
java.util.TooManyListenersException,"if you use a constructor belongs to  java.util.TooManyListenersException,which type do you use？",,"['constructor', 'java.util.TooManyListenersException']"
java.util.TreeMap,"If you use a method belongs to java.util.TreeMap , which method do you use?",,"['method', 'java.util.TreeMap', 'method']"
java.util.TreeMap,"if you use a constructor belongs to  java.util.TreeMap,which type do you use？",,"['constructor', 'java.util.TreeMap']"
java.util.TreeSet,"If you use a method belongs to java.util.TreeSet , which method do you use?",,"['method', 'java.util.TreeSet', 'method']"
java.util.TreeSet,"if you use a constructor belongs to  java.util.TreeSet,which type do you use？",,"['constructor', 'java.util.TreeSet']"
java.util.UnknownFormatConversionException,"If you use a method belongs to java.util.UnknownFormatConversionException , which method do you use?",,"['method', 'java.util.UnknownFormatConversionException', 'method']"
java.util.UnknownFormatConversionException,"if you use a constructor belongs to  java.util.UnknownFormatConversionException,which type do you use？",,"['constructor', 'java.util.UnknownFormatConversionException']"
java.util.UnknownFormatFlagsException,"If you use a method belongs to java.util.UnknownFormatFlagsException , which method do you use?",,"['method', 'java.util.UnknownFormatFlagsException', 'method']"
java.util.UnknownFormatFlagsException,"if you use a constructor belongs to  java.util.UnknownFormatFlagsException,which type do you use？",,"['constructor', 'java.util.UnknownFormatFlagsException']"
java.util.UUID,"If you use a method belongs to java.util.UUID , which method do you use?",,"['method', 'java.util.UUID', 'method']"
java.util.UUID,"if you use a constructor belongs to  java.util.UUID,which type do you use？",,"['constructor', 'java.util.UUID']"
java.util.Vector,"If you use a method belongs to java.util.Vector , which method do you use?",,"['method', 'java.util.Vector', 'method']"
java.util.Vector,"if you use a constructor belongs to  java.util.Vector,which type do you use？",,"['constructor', 'java.util.Vector']"
java.util.WeakHashMap,"If you use a method belongs to java.util.WeakHashMap , which method do you use?",,"['method', 'java.util.WeakHashMap', 'method']"
java.util.WeakHashMap,"if you use a constructor belongs to  java.util.WeakHashMap,which type do you use？",,"['constructor', 'java.util.WeakHashMap']"
java.util.stream.Stream,Did your class or interface extends the java.util.stream.BaseStream ?,,['java.util.stream.BaseStream']
java.util.stream.Stream,"If you use a method belongs to java.util.stream.Stream , which method do you use?",,"['method', 'java.util.stream.Stream', 'method']"
